kinetic,clinical,rho,p,n,q_fdr
dwell_P_s,Tail defects (%),0.08775779695198613,0.7209058777134728,19,0.9462324052566424
p_P_to_NP,Tail defects (%),-0.08775779695198613,0.7209058777134728,19,0.9462324052566424
p_NP_to_I,Sperm C24:1 n-9,-0.08676780413914184,0.7239363855389738,19,0.9462324052566424
dwell_I_s,Sperm C20:0,0.08542559376833044,0.7280513605289471,19,0.9462324052566424
escape_I,Sperm C20:0,-0.08542559376833044,0.7280513605289471,19,0.9462324052566424
dwell_P_s,"Sperm C22:6,n3 (docosahexaenoic acid, DHA)",0.08512506304342654,0.7289737148505202,19,0.9462324052566424
p_P_to_NP,"Sperm C22:6,n3 (docosahexaenoic acid, DHA)",-0.08512506304342654,0.7289737148505202,19,0.9462324052566424
dwell_P_s,"Serum sex hormone-binding globulin, SHBG (nmol/L)",-0.08179447996958503,0.7392191743191892,19,0.9462324052566424
p_P_to_NP,"Serum sex hormone-binding globulin, SHBG (nmol/L)",0.08179447996958503,0.7392191743191892,19,0.9462324052566424
dwell_I_s,Sperm C24:0,0.08175843921878505,0.7393302758273474,19,0.9462324052566424
escape_I,Sperm C24:0,-0.08175843921878505,0.7393302758273474,19,0.9462324052566424
dwell_NP_s,Non progressive sperm motility (%),0.0772607848253438,0.753233188819245,19,0.9499934158350823
dwell_I_s,Serum total testosterone (nmol/L),-0.0772607848253438,0.753233188819245,19,0.9499934158350823
escape_I,Serum total testosterone (nmol/L),0.0772607848253438,0.753233188819245,19,0.9499934158350823
p_NP_to_I,"High DNA stainability, HDS (%)",-0.07573815529975689,0.7579566183375879,19,0.9499934158350823
p_NP_to_I,Midpiece and neck defects (%),-0.07557129421294191,0.7584747497574914,19,0.9499934158350823
p_NP_to_I,Sperm concentration (x10⁶/mL),-0.07543859649122807,0.7588868686262757,19,0.9499934158350823
dwell_P_s,"High DNA stainability, HDS (%)",0.07045409795326223,0.7744113905132523,19,0.952845443037994
p_P_to_NP,"High DNA stainability, HDS (%)",-0.07045409795326223,0.7744113905132523,19,0.952845443037994
p_NP_to_P,Sperm C18:0 (stearic acid),-0.0702062375615889,0.7751855624211641,19,0.952845443037994
p_NP_to_P,Serum oestradiol (nmol/L),0.06955591488721598,0.7772177565515026,19,0.952845443037994
dwell_I_s,Immotile sperm (%),0.06935911365002456,0.7778330147248931,19,0.952845443037994
escape_I,Immotile sperm (%),-0.06935911365002456,0.7778330147248931,19,0.952845443037994
p_NP_to_I,"Sperm C18:2 n-6 (Linoleic acid, LA)",-0.06241773316702945,0.799612304560497,19,0.9555754260855939
escape_I,"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",0.06183900010668768,0.8014347845766879,19,0.9555754260855939
dwell_I_s,"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",-0.06183900010668768,0.8014347845766879,19,0.9555754260855939
p_NP_to_P,Non progressive sperm motility (%),-0.06057947901078094,0.8054045080977784,19,0.9555754260855939
dwell_I_s,Serum inhibin B (ng/L),0.059675301927350564,0.8082570869334849,19,0.9555754260855939
escape_I,Serum inhibin B (ng/L),-0.059675301927350564,0.8082570869334849,19,0.9555754260855939
dwell_NP_s,Sperm C20:3 n-6,-0.05887531060775707,0.8107829049590527,19,0.9555754260855939
dwell_NP_s,"Serum follicle-stimulating hormone, FSH (IU/L)",0.05882355208293222,0.8109463844479106,19,0.9555754260855939
p_P_to_NP,Sperm C20:1 n-9,0.05720399740305924,0.8160655066257345,19,0.9555754260855939
dwell_P_s,Sperm C20:1 n-9,-0.05720399740305924,0.8160655066257345,19,0.9555754260855939
dwell_P_s,Serum total testosterone (nmol/L),-0.05706762515508349,0.8164968835871261,19,0.9555754260855939
p_P_to_NP,Serum total testosterone (nmol/L),0.05706762515508349,0.8164968835871261,19,0.9555754260855939
p_NP_to_I,Sperm C18:1 n-9 (oleic acid),-0.057042568018790984,0.8165761506026408,19,0.9555754260855939
dwell_I_s,Abstinence time(days),-0.05713028765520794,0.8218505851173474,18,0.9555754260855939
escape_I,Abstinence time(days),0.05713028765520794,0.8218505851173474,18,0.9555754260855939
p_NP_to_I,"Serum sex hormone-binding globulin, SHBG (nmol/L)",-0.05277063223844196,0.8301145398756307,19,0.9578567295628417
p_NP_to_P,Sperm C15:0 (pentadecanoic acid),-0.051651491634044595,0.8336690075771772,19,0.9578567295628417
p_P_to_NP,"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",0.05123802865982692,0.834982979997929,19,0.9578567295628417
dwell_P_s,"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",-0.05123802865982692,0.834982979997929,19,0.9578567295628417
dwell_I_s,Teratozoospermia index,0.048309220673170644,0.8443024385804785,19,0.9587644035796723
escape_I,Teratozoospermia index,-0.048309220673170644,0.8443024385804785,19,0.9587644035796723
dwell_NP_s,Serum total testosterone (nmol/L),-0.04828799051583988,0.8443700667406002,19,0.9587644035796723
p_P_to_NP,Sperm C16:0 (palmitic acid),-0.044756476445512915,0.8556337874916743,19,0.9587644035796723
dwell_P_s,Sperm C16:0 (palmitic acid),0.044756476445512915,0.8556337874916743,19,0.9587644035796723
dwell_P_s,Total sperm count (x10⁶),-0.04385964912280702,0.8584985542787698,19,0.9587644035796723
p_P_to_NP,Total sperm count (x10⁶),0.04385964912280702,0.8584985542787698,19,0.9587644035796723
dwell_I_s,Cytoplasmic droplet (%),-0.04217932700257223,0.8638705997264948,19,0.9587644035796723
escape_I,Cytoplasmic droplet (%),0.04217932700257223,0.8638705997264948,19,0.9587644035796723
p_NP_to_P,Age (years),0.0421607744056762,0.8639299453533664,19,0.9587644035796723
p_NP_to_P,Immotile sperm (%),0.04038631934052063,0.8696092121460859,19,0.9587644035796723
p_NP_to_I,Sperm C16:0 (palmitic acid),0.03949100862839376,0.8724770550826186,19,0.9587644035796723
dwell_I_s,"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",-0.038732634477004396,0.8749074586601674,19,0.9587644035796723
escape_I,"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0.038732634477004396,0.8749074586601674,19,0.9587644035796723
dwell_NP_s,"Serum sex hormone-binding globulin, SHBG (nmol/L)",0.036059932029602004,0.8834812295887389,19,0.9634052756764616
p_NP_to_I,Sperm C17:0,0.035661655617655164,0.8847599470498116,19,0.9634052756764616
p_NP_to_I,"Serum Luteinizing hormone, LH (IU/L)",-0.0342405750930501,0.8893247105271666,19,0.9653113155405637
dwell_P_s,Sperm C17:0,-0.026277009402482746,0.9149629618753008,19,0.9834357349061488
p_P_to_NP,Sperm C17:0,0.026277009402482746,0.9149629618753008,19,0.9834357349061488
p_NP_to_P,Progressive motility (%),0.025449761116075977,0.9176312804221229,19,0.9834357349061488
dwell_I_s,Midpiece and neck defects (%),-0.02460460741816713,0.9203582242124599,19,0.9834357349061488
escape_I,Midpiece and neck defects (%),0.02460460741816713,0.9203582242124599,19,0.9834357349061488
dwell_NP_s,"DNA fragmentation index, DFI (%)",-0.022877363215560727,0.925933906946816,19,0.9863209008781301
p_NP_to_P,"Serum follicle-stimulating hormone, FSH (IU/L)",-0.021071123134184678,0.9317681285620684,19,0.9890046603268833
dwell_NP_s,Serum oestradiol (nmol/L),0.01896979496924072,0.9385596704466155,19,0.9890046603268833
p_P_to_NP,"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",-0.01760574294409291,0.9429705216475173,19,0.9890046603268833
dwell_P_s,"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0.01760574294409291,0.9429705216475173,19,0.9890046603268833
dwell_I_s,Body mass index (kg/m²),-0.016673981420877365,0.9459844228908771,19,0.9890046603268833
escape_I,Body mass index (kg/m²),0.016673981420877365,0.9459844228908771,19,0.9890046603268833
p_P_to_NP,Sperm C18:1 trans n-6 to n-11,0.014072168596917855,0.9544039141929982,19,0.9890046603268833
dwell_NP_s,Sperm C18:1 trans n-6 to n-11,0.014072168596917855,0.9544039141929982,19,0.9890046603268833
dwell_P_s,Sperm C18:1 trans n-6 to n-11,-0.014072168596917855,0.9544039141929982,19,0.9890046603268833
p_NP_to_I,Sperm C15:0 (pentadecanoic acid),0.01229797419858205,0.9601479290627419,19,0.9917290229686193
p_NP_to_I,"Sperm C18:3 n-3 (a-linoleic acid, ALA)",-0.011474181924235423,0.962815640374782,19,0.9917290229686193
p_NP_to_I,Body mass index (kg/m²),0.009653357664718474,0.9687133737664513,19,0.9942850987373332
p_NP_to_P,"Serum sex hormone-binding globulin, SHBG (nmol/L)",-0.007915594835766294,0.9743435220387568,19,0.9942850987373332
p_NP_to_P,Sperm C20:4 n-6 and C22:1 n-9 combined,0.007029887833762038,0.977213572141042,19,0.9942850987373332
dwell_P_s,"Sperm C22:5 n-3 (docosapentaenoic acid, DPA)",-0.005307573516732745,0.9827953064982016,19,0.9942850987373332
p_P_to_NP,"Sperm C22:5 n-3 (docosapentaenoic acid, DPA)",0.005307573516732745,0.9827953064982016,19,0.9942850987373332
dwell_P_s,Sperm C20:0,-0.0035227048976631107,0.9885805734198181,19,0.9942850987373332
p_P_to_NP,Sperm C20:0,0.0035227048976631107,0.9885805734198181,19,0.9942850987373332
dwell_NP_s,"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0.002640861441613936,0.9914390975126095,19,0.9942850987373332
dwell_I_s,Head defects (%),0.001762911858122245,0.9942850987373332,19,0.9942850987373332
escape_I,Head defects (%),-0.001762911858122245,0.9942850987373332,19,0.9942850987373332
